TR:primary:CellLine,TR:hepg2:CellLine,TR:prihu:CellLine,TR:hep3b:CellLine,TR:huh7:CellLine,TR:focus:CellLine,TR:NOCYTO,TR:il1a,TR:tgfa,TR:il6,TR:ins,TR:tnfa,TR:NOINHIB,TR:pi3ki,TR:meki,TR:ikki,DA:akt,DA:erk,DA:gsk3,DA:ikb,DA:jnk,DA:p38,DA:p70s6,DA:p90rsk,DA:stat3,DA:cjun,DA:creb,DA:histh3,DA:hsp27,DA:irs1s,DA:mek,DA:p53,DA:stat2,DA:tyk2,DV:akt,DV:erk,DV:gsk3,DV:ikb,DV:jnk,DV:p38,DV:p70s6,DV:p90rsk,DV:stat3,DV:cjun,DV:creb,DV:histh3,DV:hsp27,DV:irs1s,DV:mek,DV:p53,DV:stat2,DV:tyk2
BOOLY_2HepG2_DME_NOINH_c01rA,1,,,,,1,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,5215,1532,1025,431,148,9668,1065,465,15912,213,2964,784,2029,17055,689,188,3180
BOOLY_2HepG2_DME_PI3K_c01rB,1,,,,,1,,,,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,4038,1050,923,259,196,7615,988,480,12115,198,4390,743,1841,15206,414,164,3277
BOOLY_2HepG2_DME_MEK_c01rC,1,,,,,1,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,1088,1133,1065,350,123,5996,601,392,12449,134,5358,852,1750,14793,407,135,2964
BOOLY_2HepG2_DME_IKK_c01rD,1,,,,,1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,5120,1292,430,423,226,9082,1130,44,10174,163,1079,829,2244,18097,656,217,2449
BOOLY_2HepG2_DME_PI3K+MEK_c01rE,1,,,,,1,,,,,,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,1234,775,1065,463,137,5715,679,404,10862,160,4496,795,1721,16951,560,184,3333
BOOLY_2HepG2_DME_MEK+IKK_c01rF,1,,,,,1,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,1113,800,396,333,119,7119,647,29,7539,150,1025,899,1857,22405,527,162,2381
BOOLY_2HepG2_DME_IKK+PI3K_c01rG,1,,,,,1,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,3906,1188,437,343,222,6992,1132,39,8959,157,835,745,2582,19528,433,227,2184
BOOLY_2HepG2_DME_PI3K+MEK+IKK_c01rH,1,,,,,1,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,1235,936,444,308,107,5734,636,38,5858,137,791,805,1760,21484,387,166,2236
BOOLY_2HepG2_DME_NOINH_c01rA,1,,,,,1,,,,,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1092,5215,1532,1025,431,148,9668,1065,465,15912,213,2964,784,2029,17055,689,188,3180
BOOLY_2HepG2_DME_PI3K_c01rB,1,,,,,1,,,,,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,382,4038,1050,923,259,196,7615,988,480,12115,198,4390,743,1841,15206,414,164,3277
BOOLY_2HepG2_DME_MEK_c01rC,1,,,,,1,,,,,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1197,1088,1133,1065,350,123,5996,601,392,12449,134,5358,852,1750,14793,407,135,2964
BOOLY_2HepG2_DME_IKK_c01rD,1,,,,,1,,,,,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,595,5120,1292,430,423,226,9082,1130,44,10174,163,1079,829,2244,18097,656,217,2449
BOOLY_2HepG2_DME_PI3K+MEK_c01rE,1,,,,,1,,,,,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,561,1234,775,1065,463,137,5715,679,404,10862,160,4496,795,1721,16951,560,184,3333
BOOLY_2HepG2_DME_MEK+IKK_c01rF,1,,,,,1,,,,,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,782,1113,800,396,333,119,7119,647,29,7539,150,1025,899,1857,22405,527,162,2381
BOOLY_2HepG2_DME_IKK+PI3K_c01rG,1,,,,,1,,,,,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,410,3906,1188,437,343,222,6992,1132,39,8959,157,835,745,2582,19528,433,227,2184
BOOLY_2HepG2_DME_PI3K+MEK+IKK_c01rH,1,,,,,1,,,,,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,462,1235,936,444,308,107,5734,636,38,5858,137,791,805,1760,21484,387,166,2236
BOOLY_2HepG2_IL1a_NOINH_c02rA,1,,,,,,1,,,,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1349,8774,3955,7072,5589,1942,21461,1744,298,22126,1700,3226,1404,5065,18909,708,239,3146
BOOLY_2HepG2_IL1a_PI3K_c02rB,1,,,,,,1,,,,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,814,8784,3414,8275,5303,2737,22244,1582,339,24848,1917,5337,1495,5951,22879,800,280,3758
BOOLY_2HepG2_IL1a_MEK_c02rC,1,,,,,,1,,,,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1350,1117,1756,5395,3781,1256,19095,533,254,23124,624,3309,1212,1792,23106,633,246,2035
BOOLY_2HepG2_IL1a_IKK_c02rD,1,,,,,,1,,,,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,967,7565,2502,2679,3369,1725,19652,1420,49,24405,720,1172,957,4450,22624,853,302,3163
BOOLY_2HepG2_IL1a_PI3K+MEK_c02rE,1,,,,,,1,,,,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,624,1267,1608,6084,5645,2338,19813,708,361,21755,1068,5661,1374,4895,22304,719,199,3141
BOOLY_2HepG2_IL1a_MEK+IKK_c02rF,1,,,,,,1,,,,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,793,1173,978,3219,2205,866,12993,642,28,15930,286,999,1001,2547,22583,461,178,2133
BOOLY_2HepG2_IL1a_IKK+PI3K_c02rG,1,,,,,,1,,,,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,695,7413,2171,3374,2230,1163,15387,1596,42,23495,558,1004,945,3502,23792,487,249,2789
BOOLY_2HepG2_IL1a_PI3K+MEK+IKK_c02rH,1,,,,,,1,,,,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,432,1091,1277,2587,1620,829,11241,649,42,17177,265,921,796,2405,21575,515,157,2721
BOOLY_2HepG2_TGFa_NOINH_c03rA,1,,,,,,,1,,,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,12302,24116,9392,1122,558,336,23959,3331,296,22057,1305,3070,782,6674,24669,485,347,3587
BOOLY_2HepG2_TGFa_PI3K_c03rB,1,,,,,,,1,,,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1539,22623,10848,1289,610,396,23709,2967,373,23810,1146,5368,893,6423,24672,710,352,4771
BOOLY_2HepG2_TGFa_MEK_c03rC,1,,,,,,,1,,,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23162,2147,9651,1641,791,318,15286,641,496,21307,295,3250,632,3006,25525,481,388,4147
BOOLY_2HepG2_TGFa_IKK_c03rD,1,,,,,,,1,,,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,7064,23339,8151,556,597,513,23198,3597,51,15349,1096,1170,736,7411,24812,600,326,3054
BOOLY_2HepG2_TGFa_PI3K+MEK_c03rE,1,,,,,,,1,,,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2445,1263,3168,1387,881,295,8528,671,545,20613,249,4988,972,2525,25273,654,333,3651
BOOLY_2HepG2_TGFa_MEK+IKK_c03rF,1,,,,,,,1,,,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24260,2142,9209,740,659,278,18996,781,56,13900,212,1312,1113,2998,26216,654,428,3741
BOOLY_2HepG2_TGFa_IKK+PI3K_c03rG,1,,,,,,,1,,,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1062,23597,9095,636,548,493,23708,3350,60,17848,999,1393,959,6772,25186,549,393,3243
BOOLY_2HepG2_TGFa_PI3K+MEK+IKK_c03rH,1,,,,,,,1,,,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4127,1297,2947,492,570,185,7367,909,39,11241,224,944,937,1876,26323,515,375,3036
BOOLY_2HepG2_IL6_NOINH_c04rA,1,,,,,,,,1,,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1939,14331,5594,1312,561,469,22825,2246,21644,20613,541,3783,873,4733,23922,570,1307,5550
BOOLY_2HepG2_IL6_PI3K_c04rB,1,,,,,,,,1,,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,501,11194,4405,1384,558,445,18661,2029,20749,21155,475,5009,821,3703,23319,584,1147,5776
BOOLY_2HepG2_IL6_MEK_c04rC,1,,,,,,,,1,,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3476,1352,3625,1436,633,247,8793,655,20212,13741,235,5142,755,2189,23862,684,1123,5045
BOOLY_2HepG2_IL6_IKK_c04rD,1,,,,,,,,1,,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,935,5962,2707,603,518,303,10857,1358,52,15123,254,1031,995,2785,18912,786,247,2869
BOOLY_2HepG2_IL6_PI3K+MEK_c04rE,1,,,,,,,,1,,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,701,1376,1179,1409,555,246,6496,874,19120,14176,247,5899,916,1997,23610,572,991,5071
BOOLY_2HepG2_IL6_MEK+IKK_c04rF,1,,,,,,,,1,,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,702,1191,1258,590,449,162,7146,642,47,8387,144,978,939,2173,23272,528,249,2667
BOOLY_2HepG2_IL6_IKK+PI3K_c04rG,1,,,,,,,,1,,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,695,5463,1976,514,380,262,6973,1325,54,13188,213,916,715,2107,20749,517,219,2390
BOOLY_2HepG2_IL6_PI3K+MEK+IKK_c04rH,1,,,,,,,,1,,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,697,1215,1263,539,423,133,6192,791,41,8413,179,951,961,1909,23507,509,212,2748
BOOLY_2HepG2_INS_NOINH_c05rA,1,,,,,,,,,1,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24711,10446,12925,1269,412,162,23638,1859,533,19967,358,4131,819,4460,23618,635,353,3957
BOOLY_2HepG2_INS_PI3K_c05rB,1,,,,,,,,,1,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,12169,8347,8493,1155,404,159,17208,1547,611,15527,330,5876,981,3041,22380,544,290,3801
BOOLY_2HepG2_INS_MEK_c05rB,1,,,,,,,,,1,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24076,1269,12348,1299,456,100,17570,677,607,12099,254,4512,897,2418,23997,667,298,3252
BOOLY_2HepG2_INS_IKK_c05rD,1,,,,,,,,,1,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,17149,6065,6286,489,328,182,15226,1437,45,10699,204,917,902,3061,18223,573,225,2858
BOOLY_2HepG2_INS_PI3K+MEK_c05rE,1,,,,,,,,,1,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,8431,1405,5833,1311,364,90,7676,644,568,11210,233,4787,1079,2206,23544,557,273,3635
BOOLY_2HepG2_INS_MEK+IKK_c05rF,1,,,,,,,,,1,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,19748,1120,4335,476,325,97,12603,643,45,6210,178,1087,802,2378,21117,490,210,2622
BOOLY_2HepG2_INS_IKK+PI3K_c05rG,1,,,,,,,,,1,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1953,6313,2610,495,387,199,13572,1642,43,11942,225,1020,853,2859,23344,544,256,2526
BOOLY_2HepG2_INS_PI3K+MEK+IKK_c05rH,1,,,,,,,,,1,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3521,1155,2017,455,314,98,5580,642,47,6220,153,913,980,1921,23596,369,197,2251
BOOLY_2HepG2_TNFa_NOINH_c06rA,1,,,,,,,,,,1,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1279,7647,2902,5997,1845,686,18772,1349,373,24221,799,2889,728,3371,21267,548,245,3490
BOOLY_2HepG2_TNFa_PI3K_c06rB,1,,,,,,,,,,1,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,781,6183,2353,5769,2654,939,19335,1658,443,24882,994,5843,1162,3923,23050,729,293,3415
BOOLY_2HepG2_TNFa_MEK_c06rB,1,,,,,,,,,,1,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2313,1461,3454,6523,2866,560,18127,844,476,23796,597,4302,1011,3272,23457,825,305,3827
BOOLY_2HepG2_TNFa_IKK_c06rD,1,,,,,,,,,,1,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,719,6423,2195,1791,1849,675,16099,1518,43,23424,469,1141,916,3410,21732,676,243,2906
BOOLY_2HepG2_TNFa_PI3K+MEK_c06rE,1,,,,,,,,,,1,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,450,1311,1068,3842,1742,649,12043,683,352,18653,518,5786,903,2722,18875,442,196,2686
BOOLY_2HepG2_TNFa_MEK+IKK_c06rF,1,,,,,,,,,,1,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,811,1200,1843,2148,1518,428,11287,709,36,17971,225,1077,903,2665,23073,532,205,2924
BOOLY_2HepG2_TNFa_IKK+PI3K_c06rG,1,,,,,,,,,,1,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,591,6534,1828,2117,1409,717,14152,1495,30,22964,352,1078,929,3085,21327,580,239,2676
BOOLY_2HepG2_TNFa_PI3K+MEK+IKK_c06rH,1,,,,,,,,,,1,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,748,1230,1338,2150,1139,428,9039,709,41,16589,220,988,996,2378,23200,618,218,2651
BOOLY_2HepG2_IL1+INS_NOINH_c08rA,1,,,,,,1,,,1,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24009,13985,8744,13094,8811,2690,24731,2423,239,24120,2218,3197,1989,8093,24260,934,376,3815
BOOLY_2HepG2_IL1+INS_PI3K_c08rB,1,,,,,,1,,,1,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10971,12778,8491,9551,7651,2477,24120,2526,257,24763,2166,4674,2085,7823,24033,799,325,3542
BOOLY_2HepG2_IL1+INS_MEK_c08rB,1,,,,,,1,,,1,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24363,1659,9467,10784,7700,1838,24524,896,313,24177,948,4240,1682,6068,24430,932,347,3596
BOOLY_2HepG2_IL1+INS_IKK_c08rD,1,,,,,,1,,,1,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20438,9199,9999,3843,4239,1180,23662,1822,49,24507,671,1204,1106,5265,24082,619,296,3293
BOOLY_2HepG2_IL1+INS_PI3K+MEK_c08rE,1,,,,,,1,,,1,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,8850,1304,4942,9163,7057,1776,23037,783,327,23639,794,5769,1580,5562,24307,755,259,3695
BOOLY_2HepG2_IL1+INS_MEK+IKK_c08rF,1,,,,,,1,,,1,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,21219,1419,7723,3833,3128,591,20517,705,43,19014,258,1087,1162,3938,23725,508,227,2482
BOOLY_2HepG2_IL1+INS_IKK+PI3K_c08rG,1,,,,,,1,,,1,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2912,9984,4686,5118,3176,1375,21852,1972,40,24025,635,1209,1346,4736,24472,493,294,3176
BOOLY_2HepG2_IL1+INS_PI3K+MEK+IKK_c08rH,1,,,,,,1,,,1,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6931,1208,2807,4898,2205,764,14096,752,37,21488,272,983,1130,3160,24043,500,250,2993
BOOLY_2HepG2_IL6+INS_NOINH_c09rA,1,,,,,,,,1,1,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24116,23393,10357,1073,454,464,24685,3364,19737,20549,1344,3320,772,6912,24446,559,1153,5185
BOOLY_2HepG2_IL6+INS_PI3K_c09rB,1,,,,,,,,1,1,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,13500,21041,10043,1152,426,383,23884,2759,20188,19670,912,5165,1034,5822,24341,639,1185,5625
BOOLY_2HepG2_IL6+INS_MEK_c09rB,1,,,,,,,,1,1,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24986,2483,12881,1575,865,301,22479,1122,22635,20326,316,4470,1054,3265,26348,892,1520,7006
BOOLY_2HepG2_IL6+INS_IKK_c09rD,1,,,,,,,,1,1,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,18197,7019,7839,589,379,183,19639,1399,41,13104,249,911,861,3073,20225,459,219,2776
BOOLY_2HepG2_IL6+INS_PI3K+MEK_c09rE,1,,,,,,,,1,1,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,17307,1654,7895,1358,460,181,9628,769,20564,12458,265,5558,1094,2275,25346,680,1175,6302
BOOLY_2HepG2_IL6+INS_MEK+IKK_c09rF,1,,,,,,,,1,1,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,22751,1444,8015,626,412,116,14697,712,55,8699,192,1176,1044,2780,23509,786,260,3287
BOOLY_2HepG2_IL6+INS_IKK+PI3K_c09rG,1,,,,,,,,1,1,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3273,7288,3368,559,364,224,12644,1693,56,11717,259,1055,843,2568,23067,472,246,2778
BOOLY_2HepG2_IL6+INS_PI3K+MEK+IKK_c09rH,1,,,,,,,,1,1,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4820,1280,3331,452,316,94,6086,725,45,5802,153,895,927,2012,23412,469,159,2700
BOOLY_2HepG2_TGFa+INS_NOINH_c10rA,1,,,,,,,1,,1,,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,23934,23858,9667,1064,370,254,24644,3273,191,17140,1512,2468,720,6448,24717,494,317,3083
BOOLY_2HepG2_TGFa+INS_PI3K_c10rB,1,,,,,,,1,,1,,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,15512,24085,13358,1173,544,227,24286,4086,320,23569,1529,4071,910,8223,24564,625,446,4296
BOOLY_2HepG2_TGFa+INS_MEK_c10rB,1,,,,,,,1,,1,,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24797,3415,16749,1800,1586,347,23837,995,517,23093,315,4107,983,3594,26488,744,659,5042
BOOLY_2HepG2_TGFa+INS_IKK_c10rD,1,,,,,,,1,,1,,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20801,23911,13353,693,481,328,24368,4126,60,18466,1239,1207,888,7736,25148,584,401,3355
BOOLY_2HepG2_TGFa+INS_PI3K+MEK_c10rE,1,,,,,,,1,,1,,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20073,1647,7962,1368,710,266,9778,771,559,17495,258,4349,920,2370,26047,511,404,4182
BOOLY_2HepG2_TGFa+INS_MEK+IKK_c10rF,1,,,,,,,1,,1,,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,25174,1920,9908,646,614,254,19374,923,54,10408,238,758,740,2816,26193,490,458,3587
BOOLY_2HepG2_TGFa+INS_IKK+PI3K_c10rG,1,,,,,,,1,,1,,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2488,23502,8593,679,544,314,23461,3414,45,18813,1044,1221,870,6744,24911,472,347,3168
BOOLY_2HepG2_TGFa+INS_PI3K+MEK+IKK_c10rH,1,,,,,,,1,,1,,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,18620,1443,6129,637,464,194,8589,756,40,10566,174,999,934,2189,25779,458,367,3017
BOOLY_2HepG2_TGFa+TNF_NOINH_c11rA,1,,,,,,,1,,,1,1,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,12687,23666,7954,7049,2794,1299,23865,3183,189,24163,2232,2862,910,8424,23701,652,341,3423
BOOLY_2HepG2_TGFa+TNF_PI3K_c11rB,1,,,,,,,1,,,1,,1,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1576,23431,9358,9523,3667,1594,24437,3921,255,24709,2509,4236,1161,9468,25073,854,405,4161
BOOLY_2HepG2_TGFa+TNF_MEK_c11rB,1,,,,,,,1,,,1,,,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24164,2291,11991,7984,3858,1209,23738,881,387,24050,749,3703,858,4747,26209,742,501,4195
BOOLY_2HepG2_TGFa+TNF_IKK_c11rD,1,,,,,,,1,,,1,,,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,9756,23666,7294,1626,1492,957,23141,3061,45,23458,1768,1041,724,6569,24414,401,359,2666
BOOLY_2HepG2_TGFa+TNF_PI3K+MEK_c11rE,1,,,,,,,1,,,1,,1,1,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,4041,1516,3488,5366,2855,861,17382,828,403,23550,640,4561,952,3387,25810,606,338,3520
BOOLY_2HepG2_TGFa+TNF_MEK+IKK_c11rF,1,,,,,,,1,,,1,,,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24615,1768,11298,1977,2144,584,21655,814,55,21435,332,961,890,3639,26088,674,471,3405
BOOLY_2HepG2_TGFa+TNF_IKK+PI3K_c11rG,1,,,,,,,1,,,1,,1,,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1067,23919,7871,1862,1787,792,24000,3811,45,23807,1587,1364,923,6600,25150,474,348,2877
BOOLY_2HepG2_TGFa+TNF_PI3K+MEK+IKK_c11rH,1,,,,,,,1,,,1,,1,1,1,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10313,1231,4589,2345,2182,720,14436,721,51,23069,257,781,994,2828,26209,536,431,3224
BOOLY_2HepG2_DME_NOINH_c12rA,1,,,,,1,,,,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,5365,2896,1243,423,186,11727,1362,475,19108,279,3597,731,2015,17956,495,272,3353
BOOLY_2HepG2_DME_PI3K_c12rB,1,,,,,1,,,,,,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,4926,1766,1404,564,223,11989,1335,512,20728,210,3849,786,2361,19087,528,243,3430
BOOLY_2HepG2_DME_MEK_c12rB,1,,,,,1,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430,1281,2045,1307,509,124,7845,705,447,13338,164,3596,878,1653,20514,519,183,3429
BOOLY_2HepG2_DME_IKK_c12rD,1,,,,,1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,5153,1608,472,386,219,9826,1298,35,12529,219,791,704,2109,17613,491,206,2508
